question_id,transition,candidate_type,trajectory_tokens,endpoint_gap,mean_aligned_gap,mamba_path_length,mamba_mean_step,mamba_mean_radius,mamba_endpoint_radius,mamba_end_to_end,mamba_spread_rms,motifmamba_path_length,motifmamba_mean_step,motifmamba_mean_radius,motifmamba_endpoint_radius,motifmamba_end_to_end,motifmamba_spread_rms
661,wrong -> refusal,refusal,96,0.0157307256013155,0.022080739960074425,0.9039771556854248,0.009515549056231976,0.008706408552825451,0.011456694453954697,0.018804151564836502,0.009383291937410831,2.6659693717956543,0.028062835335731506,0.019342578947544098,0.00531407818198204,0.023034274578094482,0.024944189935922623
493,wrong -> refusal,refusal,96,0.019345274195075035,0.019904568791389465,0.8721938133239746,0.009180987253785133,0.008868257515132427,0.011416241526603699,0.01481554750353098,0.009567984379827976,2.2744994163513184,0.023942099884152412,0.01684417389333248,0.019380157813429832,0.01361935306340456,0.020997507497668266
256,wrong -> refusal,refusal,96,0.049269650131464005,0.01911945268511772,0.9572110772132874,0.010075906291604042,0.009752824902534485,0.016055721789598465,0.024738794192671776,0.009595154784619808,1.9047420024871826,0.020049916580319405,0.014772114343941212,0.03321652114391327,0.038400012999773026,0.017950506880879402
624,wrong -> refusal,refusal,96,0.03271916136145592,0.019550522789359093,0.8797956109046936,0.009261006489396095,0.008564481511712074,0.009261194616556168,0.020236162468791008,0.008745381608605385,2.2281904220581055,0.023454636335372925,0.016275746747851372,0.030423399060964584,0.027295691892504692,0.019180333241820335
803,wrong -> refusal,refusal,96,0.02444201521575451,0.01707499660551548,0.8473719358444214,0.00891970470547676,0.008064345456659794,0.010804751887917519,0.016299093142151833,0.008787073194980621,2.079495906829834,0.02188943140208721,0.015341508202254772,0.013672317378222942,0.0062453108839690685,0.019078297540545464
375,wrong -> refusal,refusal,96,0.012642291374504566,0.017245909199118614,0.8637454509735107,0.00909205712378025,0.008185307495296001,0.01713232696056366,0.020497452467679977,0.008663724176585674,1.9924513101577759,0.020973172038793564,0.014695500023663044,0.005056350491940975,0.010519888252019882,0.016806546598672867
769,wrong -> refusal,refusal,96,0.022819215431809425,0.020080335438251495,0.985011637210846,0.010368543677031994,0.010371548123657703,0.014447513967752457,0.015466961078345776,0.009409814141690731,1.9227544069290161,0.02023952081799507,0.014558338560163975,0.022321565076708794,0.02157425321638584,0.01682102307677269
699,wrong -> refusal,refusal,96,0.03793911635875702,0.01843099482357502,0.8588407039642334,0.009040428325533867,0.007896065711975098,0.01113214436918497,0.014735866338014603,0.008190278895199299,1.7938129901885986,0.01888224110007286,0.014433734118938446,0.027896549552679062,0.033180121332407,0.016600461676716805
458,wrong -> refusal,refusal,96,0.04128685221076012,0.01979777030646801,0.8695162534713745,0.009152802638709545,0.008453302085399628,0.008950332179665565,0.010824361816048622,0.008890615776181221,1.8794147968292236,0.01978331431746483,0.015366501174867153,0.03235149011015892,0.024109117686748505,0.017014261335134506
152,wrong -> refusal,refusal,96,0.011148562654852867,0.01999773643910885,1.037744164466858,0.010923623107373714,0.009445005096495152,0.010885681957006454,0.021637309342622757,0.010206521488726139,1.8792634010314941,0.019781719893217087,0.015238896012306213,0.009752944111824036,0.009616374969482422,0.016759827733039856
446,wrong -> refusal,refusal,96,0.01339335273951292,0.017761221155524254,0.8041999936103821,0.008465263061225414,0.007167255040258169,0.007751894649118185,0.006497226655483246,0.00847676396369934,1.9763963222503662,0.02080417238175869,0.01557669322937727,0.0177086740732193,0.013752424158155918,0.019399495795369148
382,wrong -> refusal,refusal,96,0.017362773418426514,0.018090473487973213,0.7798386812210083,0.008208828046917915,0.006747498642653227,0.008790016174316406,0.009050071239471436,0.007421026472002268,1.8510680198669434,0.019484926015138626,0.015100804157555103,0.01840629242360592,0.0030325602274388075,0.016322407871484756
709,wrong -> refusal,refusal,96,0.019751520827412605,0.016066143289208412,0.7731044292449951,0.008137941360473633,0.0072107333689928055,0.011744079180061817,0.01636648364365101,0.0072864266112446785,1.6060161590576172,0.01690543256700039,0.012410114519298077,0.019683685153722763,0.03376661613583565,0.013954734429717064
765,wrong -> refusal,refusal,96,0.008393455296754837,0.012418107129633427,0.7879194617271423,0.008293889462947845,0.006435459945350885,0.007946622557938099,0.010158022865653038,0.007434105966240168,1.4605988264083862,0.015374724753201008,0.011555208824574947,0.0116560198366642,0.014201066456735134,0.012881691567599773
297,wrong -> refusal,refusal,96,0.0311727412045002,0.018299400806427002,0.8895334005355835,0.009363509714603424,0.008486408740282059,0.011317024938762188,0.006420189514756203,0.008815203793346882,1.6792895793914795,0.017676731571555138,0.013353489339351654,0.021437956020236015,0.015078462660312653,0.01461824867874384
463,wrong -> refusal,refusal,96,0.03169405087828636,0.01950877718627453,0.7881884574890137,0.008296720683574677,0.007538808975368738,0.01288251020014286,0.014938080683350563,0.008347369730472565,1.6912260055541992,0.01780237816274166,0.015435516834259033,0.018812328577041626,0.014211890287697315,0.016532830893993378
389,wrong -> refusal,refusal,96,0.0165247805416584,0.018884867429733276,0.8284792304039001,0.00872083380818367,0.007524428423494101,0.011963514611124992,0.013606468215584755,0.008203098550438881,1.8842592239379883,0.019834307953715324,0.016608646139502525,0.013179633766412735,0.008665178902447224,0.018649937584996223
459,wrong -> refusal,refusal,96,0.007843629457056522,0.019698048010468483,0.8012104034423828,0.008433793671429157,0.008474540896713734,0.012812805362045765,0.013807117007672787,0.008451355621218681,2.3455722332000732,0.024690233170986176,0.017091011628508568,0.014672702178359032,0.016672175377607346,0.022264061495661736
725,wrong -> refusal,refusal,96,0.01425482053309679,0.016544492915272713,0.9323521852493286,0.009814233519136906,0.00887638982385397,0.01196996308863163,0.019236531108617783,0.009448777884244919,1.8763233423233032,0.019750772044062614,0.013238717801868916,0.01488590706139803,0.006573874969035387,0.018720073625445366
